"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29018303109022","291833109022","44","2"
"G29018303109023","291833109023","43","2"
"G29018303109031","291833109031","37","2"
"G29018303109032","291833109032","48","3"
"G29018303109033","291833109033","40","2"
"G29018303110011","291833110011","46","2"
"G29018303110012","291833110012","51","3"
"G29018303110031","291833110031","40","2"
"G29018303110032","291833110032","50","3"
"G29018303110033","291833110033","52","3"
"G29018303110041","291833110041","56","4"
"G29018303110042","291833110042","47","3"
"G29018303110043","291833110043","22","1"
"G29018303110044","291833110044","68","5"
"G29018303111031","291833111031","11","1"
"G29018303111032","291833111032","11","1"
"G29018303111033","291833111033","25","1"
"G29018303111034","291833111034","29","1"
"G29018303111141","291833111141","32","1"
"G29018303111142","291833111142","27","1"
"G29018303111221","291833111221","45","2"
"G29018303111222","291833111222","25","1"
"G29018303111223","291833111223","71","6"
"G29018303111224","291833111224","47","3"
"G29018303111241","291833111241","26","1"
"G29018303111242","291833111242","50","3"
"G29018303111243","291833111243","34","1"
"G29018303111244","291833111244","40","2"
"G29018303111321","291833111321","22","1"
"G29018303111451","291833111451","43","2"
"G29018303111452","291833111452","29","1"
"G29018303111453","291833111453","31","1"
"G29018303111461","291833111461","20","1"
"G29018303111462","291833111462","63","5"
"G29018303111463","291833111463","29","1"
"G29018303111471","291833111471","39","2"
"G29018303111472","291833111472","55","3"
"G29018303111473","291833111473","40","2"
"G29018303111481","291833111481","36","2"
"G29018303111482","291833111482","28","1"
"G29018303111483","291833111483","42","2"
"G29018303111484","291833111484","32","1"
"G29018303111491","291833111491","51","3"
"G29018303111492","291833111492","56","4"
"G29018303111501","291833111501","34","1"
"G29018303111502","291833111502","34","1"
"G29018303111503","291833111503","34","1"
"G29018303111511","291833111511","24","1"
"G29018303111512","291833111512","36","2"
"G29018303111513","291833111513","32","1"
"G29018303111514","291833111514","18","1"
"G29018303111521","291833111521","32","1"
"G29018303111522","291833111522","30","1"
"G29018303111523","291833111523","30","1"
"G29018303111531","291833111531","31","1"
"G29018303111532","291833111532","40","2"
"G29018303111533","291833111533","27","1"
"G29018303111541","291833111541","31","1"
"G29018303111542","291833111542","25","1"
"G29018303112031","291833112031","40","2"
"G29018303112032","291833112032","41","2"
"G29018303112033","291833112033","64","5"
"G29018303112111","291833112111","34","1"
"G29018303112112","291833112112","61","4"
"G29018303112121","291833112121","37","2"
"G29018303112122","291833112122","49","3"
"G29018303112123","291833112123","70","6"
"G29018303112211","291833112211","59","4"
"G29018303112212","291833112212","44","2"
"G29018303112941","291833112941","48","3"
"G29018303112942","291833112942","42","2"
"G29018303112961","291833112961","50","3"
"G29018303112962","291833112962","46","2"
"G29018303113111","291833113111","53","3"
"G29018303113112","291833113112","51","3"
"G29018303113113","291833113113","38","2"
"G29018303113121","291833113121","44","2"
"G29018303113122","291833113122","42","2"
"G29018303113123","291833113123","36","2"
"G29018303113124","291833113124","49","3"
"G29018303113221","291833113221","30","1"
"G29018303113222","291833113222","37","2"
"G29018303113223","291833113223","25","1"
"G29018303113311","291833113311","42","2"
"G29018303113312","291833113312","46","2"
"G29018303113313","291833113313","48","3"
"G29018303113911","291833113911","60","4"
"G29018303113912","291833113912","45","2"
"G29018303113913","291833113913","57","4"
"G29018303114221","291833114221","55","3"
"G29018303114222","291833114222","55","3"
"G29018303114223","291833114223","59","4"
"G29018303114224","291833114224","45","2"
"G29018303115001","291833115001","68","5"
"G29018303115002","291833115002","100","10"
"G29018303116021","291833116021","55","3"
"G29018303116022","291833116022","66","5"
"G29018303116023","291833116023","67","5"
"G29018303116024","291833116024","57","4"
"G29018303116025","291833116025","42","2"
"G29018303116031","291833116031","49","3"
"G29018303116032","291833116032","40","2"
"G29018303116041","291833116041","62","4"
"G29018303116042","291833116042","33","1"
"G29018303116043","291833116043","37","2"
"G29018303117121","291833117121","34","1"
"G29018303117122","291833117122","32","1"
"G29018303117123","291833117123","38","2"
"G29018303117211","291833117211","36","2"
"G29018303117212","291833117212","37","2"
"G29018303117321","291833117321","46","2"
"G29018303117322","291833117322","38","2"
"G29018303117323","291833117323","46","2"
"G29018303117324","291833117324","56","4"
"G29018303117325","291833117325","27","1"
"G29018303117331","291833117331","49","3"
"G29018303117341","291833117341","51","3"
"G29018303117342","291833117342","44","2"
"G29018303117343","291833117343","59","4"
"G29018303117351","291833117351","45","2"
"G29018303117352","291833117352","36","2"
"G29018303117353","291833117353","36","2"
"G29018303117354","291833117354","33","1"
"G29018303117371","291833117371","15","1"
"G29018303117372","291833117372","33","1"
"G29018303117381","291833117381","53","3"
"G29018303117382","291833117382","62","4"
"G29018303117391","291833117391","20","1"
"G29018303117392","291833117392","29","1"
"G29018303117393","291833117393","28","1"
"G29018303117401","291833117401","19","1"
"G29018303118011","291833118011","36","2"
"G29018303118012","291833118012","45","2"
"G29018303118013","291833118013","46","2"
"G29018303118021","291833118021","74","6"
"G29018303118022","291833118022","58","4"
"G29018303118023","291833118023","34","2"
"G29018303118024","291833118024","40","2"
"G29018303119031","291833119031","40","2"
"G29018303119032","291833119032","36","2"
"G29018303119033","291833119033","43","2"
"G29018303119034","291833119034","49","3"
"G29018303119041","291833119041","32","1"
"G29018303119042","291833119042","29","1"
"G29018303119043","291833119043","28","1"
"G29018303119071","291833119071","60","4"
"G29018303119072","291833119072","65","5"
"G29018303119073","291833119073","58","4"
"G29018303119074","291833119074","57","4"
"G29018303119081","291833119081","24","1"
"G29018303119091","291833119091","25","1"
"G29018303119092","291833119092","26","1"
"G29018303120011","291833120011","24","1"
"G29018303120012","291833120012","23","1"
"G29018303120021","291833120021","38","2"
"G29018303120022","291833120022","37","2"
"G29018303120031","291833120031","37","2"
"G29018303120032","291833120032","23","1"
"G29018303120941","291833120941","42","2"
"G29018303120942","291833120942","41","2"
"G29018303120951","291833120951","75","6"
"G29018303120952","291833120952","28","1"
"G29018303120953","291833120953","39","2"
"G29018303120961","291833120961","36","2"
"G29018303120962","291833120962","36","2"
"G29018303120963","291833120963","32","1"
"G29018303121921","291833121921","40","2"
"G29018303121922","291833121922","31","1"
"G29018303121931","291833121931","35","2"
"G29018303121932","291833121932","43","2"
"G29018303121933","291833121933","32","1"
"G29018303121941","291833121941","31","1"
"G29018303121942","291833121942","27","1"
"G29018303121951","291833121951","71","6"
"G29018303121952","291833121952","70","6"
"G29018303122041","291833122041","23","1"
"G29018303122042","291833122042","26","1"
"G29018303122043","291833122043","21","1"
"G29018303122044","291833122044","23","1"
"G29018303122061","291833122061","28","1"
"G29018303122062","291833122062","20","1"
"G29018303122071","291833122071","54","3"
"G29018303122072","291833122072","72","6"
"G29018303122081","291833122081","28","1"
"G29018303122082","291833122082","35","2"
"G29018303122083","291833122083","32","1"
"G29018303122091","291833122091","18","1"
"G29018303122092","291833122092","18","1"
"G29018303123001","291833123001","30","1"
"G29018303123002","291833123002","32","1"
"G29018303124001","291833124001","98","10"
"G29018303124002","291833124002","72","6"
"G29018303124003","291833124003","70","6"
"G29018309800001","291839800001","PH","PH"
"G29018504801001","291854801001","75","6"
"G29018504801002","291854801002","96","10"
"G29018504801003","291854801003","79","7"
"G29018504801004","291854801004","94","9"
"G29018504802001","291854802001","87","8"
"G29018504802002","291854802002","93","9"
"G29018504802003","291854802003","88","8"
"G29018504803001","291854803001","86","8"
"G29018504803002","291854803002","86","8"
"G29018504803003","291854803003","79","7"
"G29018609601011","291869601011","62","4"
"G29018609601012","291869601012","62","4"
"G29018609601013","291869601013","62","4"
"G29018609601014","291869601014","62","4"
"G29018609601021","291869601021","44","2"
"G29018609601022","291869601022","51","3"
"G29018609602001","291869602001","73","6"
"G29018609602002","291869602002","77","7"
"G29018609602003","291869602003","70","6"
"G29018609602004","291869602004","76","6"
"G29018609602005","291869602005","56","4"
"G29018609603001","291869603001","46","2"
"G29018609603002","291869603002","45","2"
"G29018609603003","291869603003","44","2"
"G29018609604001","291869604001","52","3"
"G29018609604002","291869604002","53","3"
"G29018609604003","291869604003","65","5"
"G29018709501031","291879501031","63","5"
"G29018709501032","291879501032","58","4"
"G29018709501041","291879501041","56","4"
"G29018709501042","291879501042","93","9"
"G29018709501051","291879501051","73","6"
"G29018709501061","291879501061","76","6"
"G29018709501062","291879501062","52","3"
"G29018709501063","291879501063","59","4"
"G29018709503001","291879503001","85","8"
"G29018709503002","291879503002","97","10"
"G29018709503003","291879503003","80","7"
"G29018709503004","291879503004","82","7"
"G29018709503005","291879503005","GQ","GQ"
"G29018709504011","291879504011","98","10"
"G29018709504012","291879504012","93","9"
"G29018709504021","291879504021","69","5"
"G29018709504022","291879504022","68","5"
"G29018709506001","291879506001","98","10"
"G29018709506002","291879506002","87","8"
"G29018709506003","291879506003","98","10"
"G29018709507011","291879507011","53","3"
"G29018709507012","291879507012","52","3"
"G29018709507021","291879507021","65","5"
"G29018709507022","291879507022","89","9"
"G29018709507023","291879507023","63","5"
"G29018709507031","291879507031","70","6"
"G29018709507032","291879507032","90","9"
"G29018709508011","291879508011","84","8"
"G29018709508012","291879508012","73","6"
"G29018709508021","291879508021","80","7"
"G29018709508022","291879508022","76","6"
"G29018709509011","291879509011","59","4"
"G29018709509021","291879509021","84","8"
"G29018709509022","291879509022","80","7"
"G29018709509023","291879509023","79","7"
"G29018709509024","291879509024","GQ","GQ"
"G29018709509025","291879509025","84","8"
"G29018709510011","291879510011","95","10"
"G29018709510012","291879510012","86","8"
"G29018709510021","291879510021","96","10"
"G29018709510022","291879510022","86","8"
"G29018709510023","291879510023","94","9"
"G29018709511011","291879511011","84","8"
"G29018709511012","291879511012","83","8"
"G29018709511021","291879511021","83","8"
"G29018709511022","291879511022","80","7"
"G29018709511023","291879511023","84","8"
"G29018709511024","291879511024","85","8"
"G29018902101011","291892101011","74","6"
"G29018902101021","291892101021","80","7"
"G29018902101022","291892101022","92","9"
"G29018902101023","291892101023","90","9"
"G29018902102001","291892102001","97","10"
